Sum of actual_lead_time_days,Sum of delay_days,Sum of base_lead_time_days,delivery_status,delay_days (bins),destination_city,disruption_event,Sum of geopolitical_risk_index,Sum of inflation_rate_pct,Sum of is_delayed,Sum of lead_time_variance_days,mitigation_action_taken,Sum of on_time_flag,order_date,Sum of order_weight_kg,order_id,origin_city,product_category,risk_band,Sum of risk_bucket,Sum of risk_score,route_type,Sum of scheduled_lead_time_days,Sum of shipping_cost_usd,transportation_mode,Sum of weather_severity_index
3,0,2,On Time,0,"New York, US",None,0.23,3.15,0,-1,Standard Shipping,1,2025-10-12 00:00:00,1494,ORD-8B5DBDF4,"Hamburg, DE",Semiconductors,High,3,3.289,Atlantic,4,10106.91,Air,7.3
13,0,12,On Time,0,"New York, US",None,0.35,4.36,0,0,Standard Shipping,1,2025-10-14 00:00:00,6327,ORD-D005E60E,"Hamburg, DE",Consumer Electronics,High,3,3.375,Atlantic,13,4270.73,Sea,6.7
11,0,12,On Time,0,"New York, US",None,0.77,3.17,0,-3,Standard Shipping,1,2025-10-18 00:00:00,7143,ORD-CB411CF0,"Hamburg, DE",Perishable Foods,High,3,3.921,Atlantic,14,6321.56,Sea,8.4
12,0,12,On Time,0,"New York, US",None,0.59,2.69,0,-2,Standard Shipping,1,2025-10-19 00:00:00,1460,ORD-589AD0E2,"Hamburg, DE",Semiconductors,Low,1,1.504,Atlantic,14,1160.7,Sea,2
2,0,2,On Time,0,"New York, US",None,0.49,5.59,0,-1,Standard Shipping,1,2025-10-19 00:00:00,7775,ORD-5E73188C,"Hamburg, DE",Semiconductors,Low,1,1.514,Atlantic,3,63716.12,Air,0.5
12,0,12,On Time,0,"New York, US",None,0.81,1.49,0,-2,Standard Shipping,1,2025-10-20 00:00:00,6249,ORD-3C8C9FDB,"Hamburg, DE",Pharmaceuticals,Low,1,1.153,Atlantic,14,5655.35,Sea,1.4
12,0,12,On Time,0,"New York, US",None,0.54,4.46,0,-1,Standard Shipping,1,2025-10-20 00:00:00,8821,ORD-6ABFA865,"Hamburg, DE",Perishable Foods,High,3,3.655,Atlantic,13,6792.17,Sea,7.2
11,0,12,On Time,0,"New York, US",None,0.51,1.77,0,-2,Standard Shipping,1,2025-10-23 00:00:00,3270,ORD-CB9CD33A,"Hamburg, DE",Pharmaceuticals,Medium,2,2.929,Atlantic,13,2468.85,Sea,6.7
12,0,12,On Time,0,"New York, US",None,0.36,4.57,0,-2,Standard Shipping,1,2025-10-24 00:00:00,6379,ORD-A552B445,"Hamburg, DE",Perishable Foods,Low,1,1.601,Atlantic,14,4337.72,Sea,1.5
12,0,12,On Time,0,"New York, US",None,0.57,1.49,0,-3,Standard Shipping,1,2025-10-26 00:00:00,9519,ORD-93079F5C,"Hamburg, DE",Auto Parts,Medium,2,2.55,Atlantic,15,7472.41,Sea,5.7
13,0,12,On Time,0,"New York, US",None,0.41,3.74,0,-1,Standard Shipping,1,2025-10-28 00:00:00,3851,ORD-16AC4A22,"Hamburg, DE",Textiles,High,3,3.488,Atlantic,14,2714.95,Sea,7.3
12,0,12,On Time,0,"New York, US",None,0.12,2.77,0,-3,Standard Shipping,1,2025-11-01 00:00:00,5162,ORD-113CD5AB,"Hamburg, DE",Auto Parts,Medium,2,3.093,Atlantic,15,2890.72,Sea,7.1
12,0,12,On Time,0,"New York, US",None,0.55,3.93,0,-1,Standard Shipping,1,2025-11-01 00:00:00,1445,ORD-B066BC39,"Hamburg, DE",Pharmaceuticals,Low,1,1.874,Atlantic,13,1119.88,Sea,2.4
12,0,12,On Time,0,"New York, US",None,0.78,4.38,0,-2,Standard Shipping,1,2025-11-04 00:00:00,3928,ORD-348EFE71,"Hamburg, DE",Raw Materials,Medium,2,3.047,Atlantic,14,3495.92,Sea,5.2
12,0,12,On Time,0,"New York, US",None,0.16,4.64,0,-3,Standard Shipping,1,2025-11-04 00:00:00,404,ORD-B9059C89,"Hamburg, DE",Raw Materials,Medium,2,2.47,Atlantic,15,234.32,Sea,4.2
12,0,12,On Time,0,"New York, US",None,0.19,2.38,0,-3,Standard Shipping,1,2025-11-11 00:00:00,2770,ORD-15800252,"Hamburg, DE",Semiconductors,Low,1,0.807,Atlantic,15,1648.15,Sea,0.7
12,0,12,On Time,0,"New York, US",None,0.83,2.51,0,-1,Standard Shipping,1,2025-11-14 00:00:00,7570,ORD-3DB21608,"Hamburg, DE",Semiconductors,Medium,2,2.101,Atlantic,13,6926.55,Sea,3.5
11,0,12,On Time,0,"New York, US",None,0.36,4.01,0,-3,Standard Shipping,1,2025-11-19 00:00:00,7128,ORD-336461B6,"Hamburg, DE",Raw Materials,Medium,2,2.504,Atlantic,14,4847.04,Sea,4.4
2,0,2,On Time,0,"New York, US",None,0.8,3.64,0,-2,Standard Shipping,1,2025-11-19 00:00:00,6205,ORD-AB7308EE,"Hamburg, DE",Pharmaceuticals,High,3,4.553,Atlantic,4,61429.5,Air,9.9
13,0,12,On Time,0,"New York, US",None,0.52,4.21,0,0,Standard Shipping,1,2025-11-23 00:00:00,9199,ORD-8D988892,"Hamburg, DE",Consumer Electronics,Medium,2,2.476,Atlantic,13,6991.24,Sea,4
11,0,12,On Time,0,"New York, US",None,0.53,1.15,0,-2,Standard Shipping,1,2025-11-27 00:00:00,517,ORD-6ECD1CD2,"Hamburg, DE",Raw Materials,Medium,2,2.954,Atlantic,13,395.5,Sea,7.1
12,0,12,On Time,0,"New York, US",None,0.82,4.69,0,-2,Standard Shipping,1,2025-11-28 00:00:00,607,ORD-78DCEA36,"Hamburg, DE",Auto Parts,Low,1,1.972,Atlantic,14,552.37,Sea,1.9
12,0,12,On Time,0,"New York, US",None,0.68,3.35,0,-3,Standard Shipping,1,2025-12-03 00:00:00,9348,ORD-26420179,"Hamburg, DE",Pharmaceuticals,High,3,4.056,Atlantic,15,7852.32,Sea,8.8
13,0,12,On Time,0,"New York, US",None,0.54,3.48,0,0,Standard Shipping,1,2025-12-05 00:00:00,5652,ORD-2CC28E8C,"Hamburg, DE",Semiconductors,Medium,2,2.864,Atlantic,13,4352.04,Sea,5.5
1,0,2,On Time,0,"New York, US",None,0.59,2.83,0,-4,Standard Shipping,1,2025-12-06 00:00:00,1963,ORD-490A6932,"Hamburg, DE",Semiconductors,Low,1,1.672,Atlantic,5,17166.43,Air,2.4
12,0,12,On Time,0,"New York, US",None,0.84,4.16,0,-2,Standard Shipping,1,2025-12-17 00:00:00,4964,ORD-C0CAA43F,"Hamburg, DE",Perishable Foods,Low,1,1.595,Atlantic,14,4566.88,Sea,1.1
11,0,12,On Time,0,"New York, US",None,0.19,4.39,0,-2,Standard Shipping,1,2025-12-18 00:00:00,6833,ORD-52A0FB2E,"Hamburg, DE",Textiles,High,3,4.219,Atlantic,13,4065.63,Sea,9.3
12,0,12,On Time,0,"New York, US",None,0.58,2.3,0,-3,Standard Shipping,1,2025-12-19 00:00:00,4160,ORD-0FAF4A7B,"Hamburg, DE",Raw Materials,Low,1,1.841,Atlantic,15,3286.4,Sea,3.2
13,0,12,On Time,0,"New York, US",None,0.16,2.48,0,-2,Standard Shipping,1,2025-12-22 00:00:00,991,ORD-45E82263,"Hamburg, DE",Textiles,Low,1,0.813,Atlantic,15,574.78,Sea,0.7
11,0,12,On Time,0,"New York, US",None,0.24,5.39,0,-2,Standard Shipping,1,2025-12-23 00:00:00,7629,ORD-DE13FF8F,"Hamburg, DE",Perishable Foods,Medium,2,2.271,Atlantic,13,4729.98,Sea,3.1
12,0,12,On Time,0,"New York, US",None,0.53,1.83,0,-2,Standard Shipping,1,2025-12-26 00:00:00,8125,ORD-7991D503,"Hamburg, DE",Perishable Foods,Low,1,1.69,Atlantic,14,6215.62,Sea,3.1
12,0,12,On Time,0,"New York, US",None,0.57,5.1,0,-1,Standard Shipping,1,2026-01-02 00:00:00,5566,ORD-5DAB94A9,"Hamburg, DE",Auto Parts,Low,1,1.837,Atlantic,13,4369.31,Sea,1.6
12,0,12,On Time,0,"New York, US",None,0.85,3.17,0,-2,Standard Shipping,1,2026-01-03 00:00:00,3520,ORD-4CD76452,"Hamburg, DE",Raw Materials,Low,1,1.122,Atlantic,14,3256,Sea,0.3
25,0,28,On Time,0,"Rotterdam, NL",None,0.27,4.11,0,-4,Standard Shipping,1,2024-01-05 00:00:00,8782,ORD-EC248C6F,"Shenzhen, CN",Consumer Electronics,High,3,4.024,Suez,29,5576.57,Sea,8.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.74,3.62,0,-2,Standard Shipping,1,2024-01-06 00:00:00,1135,ORD-AFED5A6F,"Shenzhen, CN",Consumer Electronics,Medium,2,2.737,Suez,30,987.45,Sea,4.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.61,3.52,0,-2,Standard Shipping,1,2024-01-07 00:00:00,1254,ORD-E96FB208,"Shenzhen, CN",Textiles,Low,1,1.539,Suez,30,1009.47,Sea,1.6
3,0,3,On Time,0,"Rotterdam, NL",None,0.52,5.81,0,-1,Standard Shipping,1,2024-01-11 00:00:00,4224,ORD-7772036A,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.411,Suez,4,35312.64,Air,2.9
28,0,28,On Time,0,"Rotterdam, NL",None,0.59,3.18,0,-1,Standard Shipping,1,2024-01-12 00:00:00,1915,ORD-D21C0B9A,"Shenzhen, CN",Textiles,Medium,2,2.967,Suez,29,1522.42,Sea,5.9
28,0,28,On Time,0,"Rotterdam, NL",None,0.86,1.48,0,-2,Standard Shipping,1,2024-01-18 00:00:00,9671,ORD-0FC2D4A6,"Shenzhen, CN",Perishable Foods,Low,1,1.173,Suez,30,8994.03,Sea,1.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.61,2.84,0,-2,Standard Shipping,1,2024-01-23 00:00:00,7604,ORD-4167B623,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.243,Suez,30,6121.22,Sea,4
28,0,28,On Time,0,"Rotterdam, NL",None,0.88,1.24,0,-1,Standard Shipping,1,2024-01-26 00:00:00,2856,ORD-C2C9B403,"Shenzhen, CN",Textiles,Low,1,2.009,Suez,29,2684.64,Sea,3.9
28,0,28,On Time,0,"Rotterdam, NL",None,0.24,2.94,0,-2,Standard Shipping,1,2024-01-26 00:00:00,855,ORD-EE55048D,"Shenzhen, CN",Semiconductors,Low,1,1.151,Suez,30,530.1,Sea,1.3
28,0,28,On Time,0,"Rotterdam, NL",None,0.2,3.11,0,-2,Standard Shipping,1,2024-01-28 00:00:00,4269,ORD-A484D8F2,"Shenzhen, CN",Raw Materials,Medium,2,2.392,Suez,30,2561.4,Sea,4.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.81,1.63,0,-3,Standard Shipping,1,2024-01-30 00:00:00,5274,ORD-081DBDB5,"Shenzhen, CN",Pharmaceuticals,High,3,3.911,Suez,31,4772.97,Sea,9.2
28,0,28,On Time,0,"Rotterdam, NL",None,0.15,3.79,0,-2,Standard Shipping,1,2024-02-01 00:00:00,8559,ORD-0C2A73EB,"Shenzhen, CN",Pharmaceuticals,Low,1,1.106,Suez,30,4921.42,Sea,0.8
27,0,28,On Time,0,"Rotterdam, NL",None,0.26,3.86,0,-4,Standard Shipping,1,2024-02-02 00:00:00,242,ORD-67430007,"Shenzhen, CN",Auto Parts,Low,1,2.044,Suez,31,152.46,Sea,3.3
27,0,28,On Time,0,"Rotterdam, NL",None,0.32,3.87,0,-4,Standard Shipping,1,2024-02-02 00:00:00,4362,ORD-7B198B5C,"Shenzhen, CN",Perishable Foods,Low,1,1.163,Suez,31,2878.92,Sea,0.7
29,0,28,On Time,0,"Rotterdam, NL",None,0.31,4.31,0,-1,Standard Shipping,1,2024-02-04 00:00:00,2053,ORD-BD07B0A0,"Shenzhen, CN",Auto Parts,High,3,3.872,Suez,30,1344.72,Sea,8.2
28,0,28,On Time,0,"Rotterdam, NL",None,0.51,2.28,0,-1,Standard Shipping,1,2024-02-10 00:00:00,2295,ORD-B28F452D,"Shenzhen, CN",Auto Parts,Medium,2,2.331,Suez,29,1732.72,Sea,4.7
26,0,28,On Time,0,"Rotterdam, NL",None,0.13,2.94,0,-3,Standard Shipping,1,2024-02-14 00:00:00,235,ORD-7484598F,"Shenzhen, CN",Auto Parts,Low,1,0.682,Suez,29,132.77,Sea,0.1
28,0,28,On Time,0,"Rotterdam, NL",None,0.48,4.92,0,-1,Standard Shipping,1,2024-02-20 00:00:00,2932,ORD-13234EAF,"Shenzhen, CN",Consumer Electronics,High,3,4.28,Suez,29,2169.68,Sea,8.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.52,2.63,0,-1,Standard Shipping,1,2024-02-21 00:00:00,7665,ORD-A5B37742,"Shenzhen, CN",Perishable Foods,Low,1,1.915,Suez,29,5825.4,Sea,3.3
28,0,28,On Time,0,"Rotterdam, NL",None,0.73,5.77,0,-2,Standard Shipping,1,2024-02-26 00:00:00,1417,ORD-818D6669,"Shenzhen, CN",Auto Parts,Low,1,1.868,Suez,30,1225.7,Sea,1.1
28,0,28,On Time,0,"Rotterdam, NL",None,0.35,3.15,0,-2,Standard Shipping,1,2024-02-26 00:00:00,5498,ORD-85679909,"Shenzhen, CN",Perishable Foods,High,3,3.728,Suez,30,3711.15,Sea,8.4
27,0,28,On Time,0,"Rotterdam, NL",None,0.35,2.19,0,-3,Standard Shipping,1,2024-02-28 00:00:00,2713,ORD-A4D4649E,"Shenzhen, CN",Auto Parts,Medium,2,2.731,Suez,30,1831.28,Sea,6.1
3,0,3,On Time,0,"Rotterdam, NL",None,0.84,3.65,0,-1,Standard Shipping,1,2024-03-01 00:00:00,3832,ORD-8A08325E,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.263,Suez,4,38779.84,Air,3.3
3,0,3,On Time,0,"Rotterdam, NL",None,0.89,3.07,0,-1,Standard Shipping,1,2024-03-05 00:00:00,3861,ORD-987F29AA,"Shenzhen, CN",Semiconductors,Low,1,1.855,Suez,4,40135.1,Air,2.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.66,3.16,0,-1,Standard Shipping,1,2024-03-08 00:00:00,6586,ORD-00C59E67,"Shenzhen, CN",Raw Materials,Medium,2,3.169,Suez,29,5466.38,Sea,6.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.79,4.71,0,-2,Standard Shipping,1,2024-03-10 00:00:00,6393,ORD-842F7383,"Shenzhen, CN",Textiles,Medium,2,2.068,Suez,30,5721.73,Sea,2.2
29,0,28,On Time,0,"Rotterdam, NL",None,0.55,2.89,0,-1,Standard Shipping,1,2024-03-13 00:00:00,7575,ORD-AC2BE897,"Shenzhen, CN",Auto Parts,High,3,4.221,Suez,30,5870.62,Sea,9.7
28,0,28,On Time,0,"Rotterdam, NL",None,0.27,3.79,0,-3,Standard Shipping,1,2024-03-15 00:00:00,2413,ORD-180EC8A2,"Shenzhen, CN",Textiles,Medium,2,2.84,Suez,31,1532.26,Sea,5.6
27,0,28,On Time,0,"Rotterdam, NL",None,0.56,0.23,0,-4,Standard Shipping,1,2024-03-18 00:00:00,9618,ORD-0F9F2D4E,"Shenzhen, CN",Raw Materials,High,3,3.238,Suez,31,7502.04,Sea,8.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.5,1.56,0,-1,Standard Shipping,1,2024-03-18 00:00:00,1258,ORD-9B791D74,"Shenzhen, CN",Auto Parts,Low,1,0.677,Suez,29,943.5,Sea,0.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.2,6.12,0,-2,Standard Shipping,1,2024-03-21 00:00:00,4676,ORD-C27A412F,"Shenzhen, CN",Raw Materials,Medium,2,3.099,Suez,30,2805.6,Sea,5.1
28,0,28,On Time,0,"Rotterdam, NL",None,0.75,3.75,0,-1,Standard Shipping,1,2024-03-22 00:00:00,8598,ORD-ABFFD2F8,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.243,Suez,29,7523.25,Sea,3.3
25,0,28,On Time,0,"Rotterdam, NL",None,0.11,2.82,0,-6,Standard Shipping,1,2024-03-26 00:00:00,7537,ORD-EBC11EB2,"Shenzhen, CN",Raw Materials,Medium,2,2.959,Suez,31,4183.04,Sea,6.7
28,0,28,On Time,0,"Rotterdam, NL",None,0.62,2.67,0,-2,Standard Shipping,1,2024-03-28 00:00:00,1542,ORD-BF8F73C9,"Shenzhen, CN",Raw Materials,Low,1,1.198,Suez,30,1249.02,Sea,1.1
27,0,28,On Time,0,"Rotterdam, NL",None,0.74,4.8,0,-4,Standard Shipping,1,2024-04-01 00:00:00,8335,ORD-6B90541E,"Shenzhen, CN",Raw Materials,High,3,3.813,Suez,31,7251.45,Sea,7.2
28,0,28,On Time,0,"Rotterdam, NL",None,0.26,1.42,0,-3,Standard Shipping,1,2024-04-02 00:00:00,4751,ORD-29DF2273,"Shenzhen, CN",Textiles,High,3,3.726,Suez,31,2993.13,Sea,9.5
5,0,3,On Time,0,"Rotterdam, NL",None,0.41,3.99,0,0,Standard Shipping,1,2024-04-02 00:00:00,2504,ORD-F0F1FB70,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.418,Suez,5,19418.52,Air,4.1
26,0,28,On Time,0,"Rotterdam, NL",None,0.46,2.36,0,-3,Standard Shipping,1,2024-04-03 00:00:00,5605,ORD-28A9AC7F,"Shenzhen, CN",Pharmaceuticals,Low,1,1.169,Suez,29,4091.65,Sea,1.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.76,2.5,0,-1,Standard Shipping,1,2024-04-04 00:00:00,8982,ORD-E1BA9B63,"Shenzhen, CN",Pharmaceuticals,High,3,4.132,Suez,29,7904.16,Sea,9.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.54,4.16,0,-3,Standard Shipping,1,2024-04-07 00:00:00,5143,ORD-1638FF0B,"Shenzhen, CN",Perishable Foods,High,3,3.56,Suez,31,3960.11,Sea,7.1
30,0,28,On Time,0,"Rotterdam, NL",None,0.24,5.14,0,-1,Standard Shipping,1,2024-04-07 00:00:00,9380,ORD-35B5EF95,"Shenzhen, CN",Textiles,High,3,3.761,Suez,31,5815.6,Sea,7.5
26,0,28,On Time,0,"Rotterdam, NL",None,0.63,4,0,-5,Standard Shipping,1,2024-04-10 00:00:00,2018,ORD-2E11413F,"Shenzhen, CN",Perishable Foods,Medium,2,2.974,Suez,31,1644.67,Sea,5.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.21,4.18,0,-3,Standard Shipping,1,2024-04-11 00:00:00,4551,ORD-51FE9C2D,"Shenzhen, CN",Pharmaceuticals,High,3,3.661,Suez,31,2753.36,Sea,7.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.24,3.62,0,-1,Standard Shipping,1,2024-04-12 00:00:00,5051,ORD-D1D4A21A,"Shenzhen, CN",Semiconductors,High,3,3.842,Suez,29,3131.62,Sea,8.6
28,0,28,On Time,0,"Rotterdam, NL",None,0.28,3.15,0,-1,Standard Shipping,1,2024-04-14 00:00:00,5027,ORD-D31C1CCE,"Shenzhen, CN",Consumer Electronics,Low,1,1.596,Suez,29,3217.28,Sea,2.4
3,0,3,On Time,0,"Rotterdam, NL",None,0.84,3.86,0,-3,Standard Shipping,1,2024-04-16 00:00:00,3312,ORD-86D23DEC,"Shenzhen, CN",Pharmaceuticals,Low,1,1.78,Suez,6,33517.44,Air,1.8
27,0,28,On Time,0,"Rotterdam, NL",None,0.65,2.71,0,-4,Standard Shipping,1,2024-04-16 00:00:00,8943,ORD-F9BF911F,"Shenzhen, CN",Semiconductors,High,3,3.565,Suez,31,7377.97,Sea,7.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.16,4.6,0,-3,Standard Shipping,1,2024-04-26 00:00:00,5275,ORD-DEFE32AE,"Shenzhen, CN",Auto Parts,Low,1,1.237,Suez,31,3059.5,Sea,0.7
28,0,28,On Time,0,"Rotterdam, NL",None,0.27,3.45,0,-3,Standard Shipping,1,2024-05-02 00:00:00,2894,ORD-9753C6FB,"Shenzhen, CN",Textiles,High,3,3.542,Suez,31,1837.69,Sea,7.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.19,3.34,0,-2,Standard Shipping,1,2024-05-04 00:00:00,9300,ORD-20329D9E,"Shenzhen, CN",Consumer Electronics,Medium,2,2.224,Suez,30,5533.5,Sea,4.2
28,0,28,On Time,0,"Rotterdam, NL",None,0.86,1.53,0,-3,Standard Shipping,1,2024-05-10 00:00:00,1322,ORD-A457D888,"Shenzhen, CN",Raw Materials,High,3,3.668,Suez,31,1229.46,Sea,8.5
2,0,3,On Time,0,"Rotterdam, NL",None,0.45,2.24,0,-2,Standard Shipping,1,2024-05-13 00:00:00,6643,ORD-BFD3F3A5,"Shenzhen, CN",Semiconductors,High,3,3.486,Suez,4,52977.92,Air,8.1
28,0,28,On Time,0,"Rotterdam, NL",None,0.27,3.85,0,-2,Standard Shipping,1,2024-05-15 00:00:00,545,ORD-E406D461,"Shenzhen, CN",Raw Materials,Medium,2,2.572,Suez,30,346.07,Sea,4.8
3,0,3,On Time,0,"Rotterdam, NL",None,0.48,4.46,0,-3,Standard Shipping,1,2024-05-17 00:00:00,5717,ORD-682AE294,"Shenzhen, CN",Pharmaceuticals,High,3,3.523,Suez,6,46536.38,Air,6.9
28,0,28,On Time,0,"Rotterdam, NL",None,0.54,3.89,0,-2,Standard Shipping,1,2024-05-19 00:00:00,7938,ORD-A07889FA,"Shenzhen, CN",Textiles,Medium,2,3.226,Suez,30,6112.26,Sea,6.3
28,0,28,On Time,0,"Rotterdam, NL",None,0.61,3.35,0,-2,Standard Shipping,1,2024-05-22 00:00:00,8643,ORD-FF805844,"Shenzhen, CN",Consumer Electronics,High,3,4.025,Suez,30,6957.61,Sea,8.8
28,0,28,On Time,0,"Rotterdam, NL",None,0.88,2.22,0,-1,Standard Shipping,1,2024-05-23 00:00:00,5770,ORD-2818D1DE,"Shenzhen, CN",Consumer Electronics,Low,1,1.855,Suez,29,5423.8,Sea,2.9
27,0,28,On Time,0,"Rotterdam, NL",None,0.84,1.92,0,-3,Standard Shipping,1,2024-05-25 00:00:00,2869,ORD-7B6C3D5C,"Shenzhen, CN",Textiles,Medium,2,2.512,Suez,30,2639.48,Sea,5
3,0,3,On Time,0,"Rotterdam, NL",None,0.12,1.24,0,-3,Standard Shipping,1,2024-06-03 00:00:00,105,ORD-2762C0DC,"Shenzhen, CN",Pharmaceuticals,Medium,2,3.067,Suez,6,646.8,Air,7.9
28,0,28,On Time,0,"Rotterdam, NL",None,0.73,4.77,0,-2,Standard Shipping,1,2024-06-03 00:00:00,5657,ORD-7527AFF2,"Shenzhen, CN",Perishable Foods,High,3,3.383,Suez,30,4893.31,Sea,6
29,0,28,On Time,0,"Rotterdam, NL",None,0.46,2.94,0,0,Standard Shipping,1,2024-06-03 00:00:00,4135,ORD-FECD57A4,"Shenzhen, CN",Raw Materials,Low,1,1.285,Suez,29,3018.55,Sea,1.4
28,0,28,On Time,0,"Rotterdam, NL",None,0.79,3.85,0,-3,Standard Shipping,1,2024-06-05 00:00:00,303,ORD-C53D7713,"Shenzhen, CN",Consumer Electronics,Low,1,1.616,Suez,31,271.19,Sea,1.4
29,0,28,On Time,0,"Rotterdam, NL",None,0.14,2.67,0,0,Standard Shipping,1,2024-06-10 00:00:00,2368,ORD-95A341E8,"Shenzhen, CN",Pharmaceuticals,High,3,3.642,Suez,29,1349.76,Sea,8.7
28,0,28,On Time,0,"Rotterdam, NL",None,0.11,4.48,0,-3,Standard Shipping,1,2024-06-15 00:00:00,9912,ORD-3C130A1E,"Shenzhen, CN",Textiles,Medium,2,2.171,Suez,31,5501.16,Sea,3.5
30,0,28,On Time,0,"Rotterdam, NL",None,0.49,1.84,0,0,Standard Shipping,1,2024-06-20 00:00:00,799,ORD-EE09810C,"Shenzhen, CN",Textiles,Medium,2,2.164,Suez,30,595.25,Sea,4.5
27,0,28,On Time,0,"Rotterdam, NL",None,0.64,1.59,0,-3,Standard Shipping,1,2024-06-21 00:00:00,8578,ORD-36A7E43E,"Shenzhen, CN",Auto Parts,Low,1,1.586,Suez,30,7033.96,Sea,2.8
3,0,3,On Time,0,"Rotterdam, NL",None,0.4,3.81,0,-1,Standard Shipping,1,2024-06-22 00:00:00,4865,ORD-25B64B1F,"Shenzhen, CN",Semiconductors,Low,1,1.922,Suez,4,37460.5,Air,2.8
3,0,3,On Time,0,"Rotterdam, NL",None,0.64,2.66,0,-2,Standard Shipping,1,2024-06-22 00:00:00,3737,ORD-3094418C,"Shenzhen, CN",Semiconductors,Low,1,1.415,Suez,5,33707.74,Air,1.7
28,0,28,On Time,0,"Rotterdam, NL",None,0.81,3.12,0,-1,Standard Shipping,1,2024-06-29 00:00:00,533,ORD-3D01C5E3,"Shenzhen, CN",Raw Materials,Low,1,1.864,Suez,29,482.37,Sea,2.5
29,0,28,On Time,0,"Rotterdam, NL",None,0.38,4.66,0,-1,Standard Shipping,1,2024-07-01 00:00:00,2802,ORD-B5CB216D,"Shenzhen, CN",Perishable Foods,High,3,3.798,Suez,30,1933.38,Sea,7.7
29,0,28,On Time,0,"Rotterdam, NL",None,0.66,1.97,0,-2,Standard Shipping,1,2024-07-06 00:00:00,7290,ORD-71B5945C,"Shenzhen, CN",Pharmaceuticals,High,3,3.351,Suez,31,6050.7,Sea,7.6
27,0,28,On Time,0,"Rotterdam, NL",None,0.88,2.45,0,-3,Standard Shipping,1,2024-07-09 00:00:00,8078,ORD-BA19B0DD,"Shenzhen, CN",Perishable Foods,Medium,2,2.216,Suez,30,7593.32,Sea,3.8
2,0,3,On Time,0,"Rotterdam, NL",None,0.84,3.75,0,-2,Standard Shipping,1,2024-07-10 00:00:00,8231,ORD-40E6C88E,"Shenzhen, CN",Semiconductors,High,3,3.403,Suez,4,83297.72,Air,6.5
3,0,3,On Time,0,"Rotterdam, NL",None,0.23,3.92,0,-3,Standard Shipping,1,2024-07-10 00:00:00,234,ORD-4F36ECFE,"Shenzhen, CN",Pharmaceuticals,High,3,3.443,Suez,6,1583.01,Air,7.3
27,0,28,On Time,0,"Rotterdam, NL",None,0.48,1.59,0,-3,Standard Shipping,1,2024-07-10 00:00:00,694,ORD-C561376B,"Shenzhen, CN",Semiconductors,Low,1,1.514,Suez,30,513.56,Sea,2.8
27,0,28,On Time,0,"Rotterdam, NL",None,0.43,1.63,0,-2,Standard Shipping,1,2024-07-12 00:00:00,472,ORD-FA721DDB,"Shenzhen, CN",Auto Parts,Medium,2,3.04,Suez,29,337.48,Sea,7.2
4,0,3,On Time,0,"Rotterdam, NL",None,0.85,3.04,0,0,Standard Shipping,1,2024-07-13 00:00:00,3545,ORD-7A7B9969,"Shenzhen, CN",Pharmaceuticals,Medium,2,2.916,Suez,4,36070.38,Air,5.5
28,0,28,On Time,0,"Rotterdam, NL",None,0.17,1.55,0,-3,Standard Shipping,1,2024-07-16 00:00:00,6169,ORD-819C15C3,"Shenzhen, CN",Pharmaceuticals,Low,1,1.787,Suez,31,3608.86,Sea,4
27,0,28,On Time,0,"Rotterdam, NL",None,0.39,2.81,0,-2,Standard Shipping,1,2024-07-19 00:00:00,1810,ORD-F1251479,"Shenzhen, CN",Auto Parts,High,3,3.363,Suez,29,1257.95,Sea,7.5
28,0,28,On Time,0,"Rotterdam, NL",None,0.76,2.38,0,-3,Standard Shipping,1,2024-07-21 00:00:00,6532,ORD-E4AB83B3,"Shenzhen, CN",Perishable Foods,Medium,2,3.058,Suez,31,5748.16,Sea,6.4
27,0,28,On Time,0,"Rotterdam, NL",None,0.75,2.35,0,-3,Standard Shipping,1,2024-07-24 00:00:00,8045,ORD-65C84A05,"Shenzhen, CN",Auto Parts,Low,1,1.578,Suez,30,7039.38,Sea,2.2
28,0,28,On Time,0,"Rotterdam, NL",None,0.22,4.66,0,-1,Standard Shipping,1,2024-07-25 00:00:00,6655,ORD-2E4E326F,"Shenzhen, CN",Perishable Foods,Medium,2,2.781,Suez,29,4059.55,Sea,5
